AirportId,Iata,Latitude,Longitude,Timezone
10245,AKN,58.67805556,-156.65194444,America/Anchorage
10246,AKO,40.17555556,-103.22194444,America/Denver
10247,AKP,68.13361111,-151.74333333,America/Anchorage
10253,AL1,34.22916667,-86.25583333,America/Chicago
10254,AL2,33.17777778,-86.78333333,America/Chicago
10255,AL3,34.85944444,-86.5575,America/Chicago
10257,ALB,42.74916667,-73.80472222,America/New_York
10259,ALE,30.38416667,-103.68361111,America/Chicago
10263,ALI,27.74083333,-98.02694444,America/Chicago
10266,ALM,32.83777778,-105.99305556,America/Denver
10267,ALN,38.89416667,-90.05194444,America/Chicago
10268,ALO,42.56055556,-92.4025,America/Chicago
10272,ALS,37.435,-105.86777778,America/Denver
10275,ALW,46.0925,-118.28416667,America/Los_Angeles
10276,ALX,32.91472222,-85.96305556,America/Chicago
10278,ALZ,56.89583333,-154.24583333,America/Anchorage
10279,AMA,35.23166667,-101.69916667,America/Chicago
10285,AMK,37.20305556,-107.86916667,America/Denver
10288,AMN,43.32222222,-84.68805556,America/Detroit
10294,AMW,41.99194444,-93.62194444,America/Chicago
10297,ANA,33.81666667,-117.93333333,America/Los_Angeles
10298,ANB,33.58805556,-85.85805556,America/Chicago
10299,ANC,61.17416667,-149.99805556,America/Anchorage
10300,AND,34.49472222,-82.70944444,America/New_York
10304,ANI,61.58138889,-159.54527778,America/Anchorage
10307,ANN,55.04222222,-131.57083333,America/Metlakatla
10309,ANP,38.94277778,-76.56833333,America/New_York
10313,ANV,62.64722222,-160.19,America/Anchorage
10317,AOH,40.70694444,-84.02833333,America/New_York
10322,AOO,40.29638889,-78.32,America/New_York
10324,AOS,57.45472222,-153.81305556,America/Anchorage
10325,APA,39.57,-104.84805556,America/Denver
10327,APC,38.21305556,-122.28055556,America/Los_Angeles
10329,APF,26.1525,-81.77555556,America/New_York
10330,APG,39.46555556,-76.16833333,America/New_York
10333,APN,45.07805556,-83.56027778,America/Detroit
10336,APT,35.06055556,-85.58527778,America/Chicago
10337,APV,34.57527778,-117.18611111,America/Los_Angeles
10344,AQY,60.96888889,-149.11944444,America/Anchorage
10345,AR1,35.25916667,-93.0925,America/Chicago
10346,AR2,35.08111111,-92.42444444,America/Chicago
10347,ARA,30.03777778,-91.88388889,America/Chicago
10348,ARB,42.22305556,-83.74583333,America/Detroit
10349,ARC,68.11472222,-145.57944444,America/Anchorage
10351,ARE,18.45083333,-66.67555556,America/Puerto_Rico
10352,ARG,36.12472222,-90.925,America/Chicago
10361,ART,43.99194444,-76.01944444,America/New_York
10363,ARV,45.92805556,-89.73083333,America/Chicago
10365,ARX,40.18333333,-74.11666667,America/New_York
10372,ASE,39.22194444,-106.86833333,America/Denver
10374,ASH,42.7825,-71.51416667,America/New_York
10378,ASL,32.52055556,-94.30777778,America/Chicago
10380,ASN,33.56944444,-86.05111111,America/Chicago
10383,ASQ,39.46805556,-117.1975,America/Los_Angeles
10385,AST,46.15805556,-123.87861111,America/Los_Angeles
10388,ASX,46.54861111,-90.91888889,America/Chicago
10389,ASY,46.02305556,-99.35277778,America/Chicago
10393,ATE,34.1925,-95.65,America/Chicago
10396,ATK,70.46722222,-157.43555556,America/Anchorage
10397,ATL,33.63666667,-84.42805556,America/New_York
10400,ATO,39.21194444,-82.22916667,America/New_York
10404,ATS,32.85194444,-104.4675,America/Denver
10405,ATT,60.86777778,-162.27416667,America/Nome
10406,ATU,52.8325,173.17555556,America/Adak
10408,ATW,44.25805556,-88.51916667,America/Chicago
10409,ATY,44.91388889,-97.15472222,America/Chicago
10414,AUG,44.31777778,-69.79666667,America/New_York
10416,AUK,62.68305556,-164.72222222,America/Nome
10417,AUM,43.66277778,-92.93305556,America/Chicago
10418,AUN,38.95472222,-121.08166667,America/Los_Angeles
10419,AUO,32.61916667,-85.43611111,America/Chicago
10423,AUS,30.19444444,-97.67,America/Chicago
10424,AUW,44.92638889,-89.62694444,America/Chicago
10427,AUZ,41.77194444,-88.47527778,America/Chicago
10431,AVL,35.43611111,-82.54194444,America/New_York
10433,AVO,27.59138889,-81.52888889,America/New_York
10434,AVP,41.34027778,-75.72166667,America/New_York
10436,AVW,32.40944444,-111.21833333,America/Phoenix
10437,AVX,33.405,-118.41583333,America/Los_Angeles
10439,AWK,19.2825,166.63666667,Pacific/Wake
10440,AWM,35.135,-90.23444444,America/Chicago
10442,AWX,32.33083333,-102.52972222,America/Chicago
10445,AXB,44.31666667,-75.89972222,America/New_York
10449,AXN,45.86638889,-95.39472222,America/Chicago
10451,AXS,34.69888889,-99.33833333,America/Chicago
10454,AXV,40.49361111,-84.29805556,America/New_York
10455,AXX,36.42194444,-105.29,America/Denver
10460,AYS,31.24833333,-82.39527778,America/New_York
10463,AZ1,35.65055556,-112.14805556,America/Phoenix
10464,AZ2,35.30555556,-112.19444444,America/Phoenix
10465,AZ3,33.52694444,-112.29527778,America/Phoenix
10466,AZA,33.30777778,-111.65527778,America/Phoenix
10469,AZO,42.23583333,-85.55388889,America/Detroit
10471,B19,43.46416667,-70.4725,America/New_York
10472,B21,45.08527778,-70.21638889,America/New_York
10474,BAB,39.13611111,-121.43666667,America/Los_Angeles
10476,BAD,32.50194444,-93.6625,America/Chicago
10478,BAF,42.15805556,-72.71583333,America/New_York
10484,BAM,40.59972222,-116.87611111,America/Los_Angeles
10487,BAR,55.36666667,-133.6,America/Sitka
10494,BBC,28.97333333,-95.86333333,America/Chicago
10495,BBF,42.50833333,-71.18333333,America/New_York
10504,BBX,40.1375,-75.26527778,America/New_York
10508,BCB,37.20944444,-80.41222222,America/New_York
10509,BCC,57.6175,-155.86722222,America/Anchorage
10511,BCE,37.70638889,-112.14583333,America/Denver
10514,BCJ,37.96666667,-105.76666667,America/Denver
10518,BCS,29.86611111,-90.02222222,America/Chicago
10519,BCT,26.37083333,-80.10833333,America/New_York
10523,BDE,48.73027778,-94.61111111,America/Chicago
10524,BDG,37.58333333,-109.48333333,America/Denver
10529,BDL,41.93916667,-72.68444444,America/New_York
10535,BDR,41.16361111,-73.12611111,America/New_York
10538,BDY,43.08638889,-124.40777778,America/Los_Angeles
10540,BED,42.47083333,-71.28944444,America/New_York
10543,BEH,42.12833333,-86.425,America/Detroit
10551,BET,60.77861111,-161.83722222,America/Anchorage
10556,BFB,58.18333333,-152.13333333,America/Anchorage
10557,BFD,41.80305556,-78.64,America/New_York
10558,BFF,41.87416667,-103.59555556,America/Denver
10559,BFI,47.53,-122.30194444,America/Los_Angeles
10560,BFK,39.70166667,-104.75166667,America/Denver
10561,BFL,35.43361111,-119.0575,America/Los_Angeles
10562,BFM,30.61916667,-88.06583333,America/Chicago
10565,BFP,40.7725,-80.39138889,America/New_York
10567,BFR,38.84,-86.44527778,America/Indiana/Indianapolis
10569,BFT,32.41222222,-80.63444444,America/New_York
10572,BGD,35.70083333,-101.39361111,America/Chicago
10573,BGE,30.97166667,-84.63694444,America/New_York
10577,BGM,42.20833333,-75.97972222,America/New_York
10580,BGQ,61.53472222,-149.8125,America/Anchorage
10581,BGR,44.8075,-68.82805556,America/New_York
10582,BGS,32.2125,-101.52166667,America/Chicago
10583,BGT,34.59277778,-113.17194444,America/Phoenix
10589,BHB,44.45222222,-68.36194444,America/New_York
10590,IFP,35.15472222,-114.55944444,America/Phoenix
10599,BHM,33.56388889,-86.75222222,America/Chicago
10612,BIC,57.66666667,-157.58333333,America/Anchorage
10613,BID,41.16805556,-71.57777778,America/New_York
10614,BIE,40.30138889,-96.75416667,America/Chicago
10615,BIF,31.84944444,-106.38,America/Denver
10616,BIG,63.99527778,-145.72027778,America/Anchorage
10617,BIH,37.37305556,-118.36361111,America/Los_Angeles
10620,BIL,45.80777778,-108.54361111,America/Denver
10627,BIS,46.76861111,-100.74138889,America/Chicago
10629,BIX,30.41055556,-88.92444444,America/Chicago
10630,BJC,39.90888889,-105.11694444,America/Denver
10631,BJI,47.51083333,-94.93472222,America/Chicago
10632,BJJ,40.87472222,-81.88833333,America/New_York
10640,BKC,65.98166667,-161.14916667,America/Anchorage
10641,BKE,44.83722222,-117.80916667,America/Los_Angeles
10642,BKF,58.6,-156.23333333,America/Anchorage
10643,BKG,36.53194444,-93.20055556,America/Chicago
10644,BKH,22.02277778,-159.785,Pacific/Honolulu
10647,BKL,41.51777778,-81.68277778,America/New_York
10654,BKW,37.78722222,-81.12416667,America/New_York
10655,BKX,44.30444444,-96.81888889,America/Chicago
10661,BLD,35.94722222,-114.86111111,America/Los_Angeles
10663,BLF,37.29583333,-81.2075,America/New_York
10665,BLH,33.61944444,-114.71694444,America/Los_Angeles
10666,BLI,48.79277778,-122.5375,America/Los_Angeles
10670,BLM,40.18666667,-74.12444444,America/New_York
10676,BLV,38.54527778,-89.83527778,America/Chicago
10680,BMC,41.55444444,-112.06222222,America/Denver
10683,BMG,39.14111111,-86.615,America/Indiana/Indianapolis
10685,BMI,40.47777778,-88.91027778,America/Chicago
10687,BML,44.57527778,-71.17583333,America/New_York
10692,BMX,59.36222222,-155.25972222,America/Anchorage
10693,BNA,36.12388889,-86.67777778,America/Chicago
10697,BNF,57.08916667,-134.83138889,America/Sitka
10698,BNG,33.9225,-116.85083333,America/Los_Angeles
10701,BNL,33.25777778,-81.38833333,America/New_York
10703,BNO,43.59194444,-118.95555556,America/Los_Angeles
10713,BOI,43.56444444,-116.22277778,America/Boise
10715,BOK,42.07388889,-124.28972222,America/Los_Angeles
10721,BOS,42.36305556,-71.00694444,America/New_York
10722,BOW,27.94333333,-81.78333333,America/New_York
10728,BPT,29.95333333,-94.02416667,America/Chicago
10731,BQK,31.25916667,-81.46638889,America/New_York
10732,BQN,18.49472222,-67.12944444,America/Puerto_Rico
10735,BQV,58.45527778,-135.88527778,America/Juneau
10739,BRD,46.40416667,-94.13361111,America/Chicago
10741,BRG,37.11666667,-82.81666667,America/New_York
10744,BRL,40.78305556,-91.12555556,America/Chicago
10747,BRO,25.91083333,-97.42916667,America/Chicago
10754,BRW,71.28472222,-156.76861111,America/Anchorage
10756,BRY,37.81444444,-85.49972222,America/New_York
10763,BSM,30.19472222,-97.67666667,America/Chicago
10765,BSQ,31.36388889,-109.88305556,America/Phoenix
10769,BSW,60.42305556,-146.14583333,America/Anchorage
10770,A2K,58.23305556,-157.36638889,America/Anchorage
10775,BTI,70.11305556,-143.65361111,America/Anchorage
10778,BTL,42.30666667,-85.26527778,America/Detroit
10779,BTM,45.95111111,-112.49555556,America/Denver
10780,BTP,40.77666667,-79.95111111,America/New_York
10781,BTR,30.53305556,-91.15,America/Chicago
10783,BTT,66.91388889,-151.52916667,America/Anchorage
10785,BTV,44.47194444,-73.15333333,America/New_York
10786,BTY,36.86111111,-116.78638889,America/Los_Angeles
10792,BUF,42.94055556,-78.73055556,America/New_York
10796,BUM,38.28972222,-94.34027778,America/Chicago
10800,BUR,34.20055556,-118.35861111,America/Los_Angeles
10809,BVD,53.8325,-166.3025,America/Nome
10811,BVO,36.76333333,-96.01111111,America/Chicago
10812,BVR,45.69222222,-85.56666667,America/Detroit
10814,BVX,35.72611111,-91.6475,America/Chicago
10815,BVY,42.58416667,-70.91611111,America/New_York
10817,BWD,31.79361111,-98.95638889,America/Chicago
10819,BWG,36.96444444,-86.41972222,America/Chicago
10821,BWI,39.17583333,-76.66888889,America/New_York
10823,BWM,46.18694444,-103.42805556,America/Denver
10825,BWS,48.99,-122.7325,America/Los_Angeles
10828,BXC,42.48472222,-71.54444444,America/New_York
10832,BXS,33.25916667,-116.32083333,America/Los_Angeles
10834,BYA,64.07833333,-141.11333333,America/Anchorage
10836,RKH,34.98777778,-81.05722222,America/New_York
10837,BYG,44.38111111,-106.72194444,America/Denver
10838,BYH,35.96444444,-89.94388889,America/Chicago
10839,BYI,42.5425,-113.77166667,America/Boise
10841,MI5,45.16583333,-84.92416667,America/Detroit
10844,BYW,48.57888889,-122.82638889,America/Los_Angeles
10849,BZN,45.77722222,-111.15027778,America/Denver
10852,BZS,38.86333333,-77.01333333,America/New_York
10853,BZT,28.98222222,-95.57972222,America/Chicago
10857,C01,34.21388889,-119.09444444,America/Los_Angeles
10858,C02,35.325,-118.99611111,America/Los_Angeles
10867,CAD,44.27527778,-85.41888889,America/Detroit
10868,CAE,33.93888889,-81.11944444,America/New_York
10874,CAK,40.91666667,-81.44083333,America/New_York
10879,CAR,46.87166667,-68.01805556,America/New_York
10886,CBA,57.73777778,-135.12555556,America/Sitka
10888,CBE,39.61305556,-78.76277778,America/New_York
10889,CBF,41.26,-95.75861111,America/Chicago
10892,CBK,39.40388889,-101.04666667,America/Chicago
10894,CBM,33.64555556,-88.44666667,America/Chicago
10910,CCR,37.98972222,-122.05694444,America/Los_Angeles
10915,CCY,43.0725,-92.61083333,America/Chicago
10917,CDB,55.20583333,-162.72611111,America/Nome
10918,CDC,37.70194444,-113.09805556,America/Denver
10921,CDH,33.62277778,-92.76333333,America/Chicago
10923,CDL,65.90777778,-161.92638889,America/Anchorage
10924,CDN,34.28361111,-80.56472222,America/New_York
10925,CDR,42.8375,-103.09527778,America/Denver
10926,CDV,60.49166667,-145.4775,America/Anchorage
10927,CDW,40.87527778,-74.28138889,America/New_York
10928,CEA,37.64861111,-97.25055556,America/Chicago
10930,CEC,41.78027778,-124.23666667,America/Los_Angeles
10933,CEF,42.19388889,-72.53472222,America/New_York
10938,CEM,65.57388889,-144.78083333,America/Anchorage
10945,CEU,34.67222222,-82.88583333,America/New_York
10946,CEV,39.69805556,-85.13111111,America/Indiana/Indianapolis
10947,CEW,30.77888889,-86.52222222,America/Chicago
10948,CEX,65.05194444,-146.0475,America/Anchorage
10949,CEY,36.66444444,-88.37277778,America/Chicago
10950,CEZ,37.30305556,-108.62805556,America/Denver
10951,CFA,58.21666667,-157.5,America/Anchorage
10958,CFT,32.95694444,-109.21111111,America/Phoenix
10960,CFV,37.09388889,-95.57194444,America/Chicago
10961,CGA,55.47916667,-133.14611111,America/Sitka
10964,CGE,38.53944444,-76.03027778,America/New_York
10965,CGF,41.56444444,-81.48722222,America/New_York
10967,CGI,37.225,-89.57083333,America/Chicago
10975,CGS,38.98055556,-76.92222222,America/New_York
10977,CGX,41.85888889,-87.60833333,America/Chicago
10979,CGZ,32.955,-111.76694444,America/Phoenix
10980,CHA,35.03777778,-85.20194444,America/New_York
10982,CHD,33.26916667,-111.81111111,America/Phoenix
10986,CHI,41.87388889,-87.75555556,America/Chicago
10987,CHL,44.52361111,-114.21805556,America/Boise
10990,CHO,38.13972222,-78.45222222,America/New_York
10991,CHP,65.48583333,-144.61166667,America/Anchorage
10994,CHS,32.89861111,-80.04055556,America/New_York
10996,CHU,61.57916667,-159.21555556,America/Anchorage
10999,CHZ,42.57944444,-121.87888889,America/Los_Angeles
11001,CIB,33.405,-118.41583333,America/Los_Angeles
11002,CIC,39.79527778,-121.85888889,America/Los_Angeles
11003,CID,41.88472222,-91.71083333,America/Chicago
11004,CIG,40.49527778,-107.52166667,America/Denver
11007,CIK,66.645,-143.74,America/Anchorage
11008,CIL,64.89666667,-163.70361111,America/Nome
11009,CIN,42.04666667,-94.78861111,America/Chicago
11011,CIR,37.06416667,-89.21944444,America/Chicago
11013,CIU,46.255,-84.47694444,America/Detroit
11014,CIV,55.24777778,-132.32361111,America/Sitka
11021,CJI,60.50277778,-147.94027778,America/Anchorage
11026,CJW,39.38722222,-97.15722222,America/Chicago
11027,CKB,39.29777778,-80.2275,America/New_York
11028,CKD,61.87111111,-158.13805556,America/Anchorage
11029,CKE,38.93472222,-122.62222222,America/Los_Angeles
11031,CKM,34.29972222,-90.51222222,America/Chicago
11034,CKU,60.54361111,-145.72583333,America/Anchorage
11035,CKV,36.62194444,-87.415,America/Chicago
11036,CKX,64.06666667,-141.95138889,America/Anchorage
11040,CLC,29.55694444,-95.1375,America/Chicago
11041,CLD,33.12833333,-117.28,America/Los_Angeles
11042,CLE,41.41027778,-81.85333333,America/New_York
11043,CLF,64.30166667,-149.11777778,America/Anchorage
11044,CLG,36.16222222,-120.29472222,America/Los_Angeles
11046,CLI,44.61305556,-88.73083333,America/Chicago
11048,CLK,35.53833333,-98.93277778,America/Chicago
11049,CLL,30.58805556,-96.36083333,America/Chicago
11050,CLM,48.12027778,-123.49972222,America/Los_Angeles
11053,CLP,58.83361111,-158.52944444,America/Anchorage
11055,CLR,33.13138889,-115.52138889,America/Los_Angeles
11056,CLS,46.67694444,-122.98277778,America/Los_Angeles
11057,CLT,35.21305556,-80.95111111,America/New_York
11058,CLU,39.2625,-85.89555556,America/Indiana/Indianapolis
11066,CMH,39.99694444,-82.89222222,America/New_York
11067,CMI,40.03833333,-88.27666667,America/Chicago
11076,CMX,47.16833333,-88.48916667,America/Detroit
11081,CNE,38.42861111,-105.10694444,America/Denver
11083,CNK,39.55,-97.65194444,America/Chicago
11085,CNM,32.3375,-104.26333333,America/Denver
11086,CNO,33.97472222,-117.63638889,America/Los_Angeles
11090,CNW,31.63777778,-97.07416667,America/Chicago
11092,CNY,38.76388889,-109.74555556,America/Denver
11093,CO3,36.68138889,-121.76166667,America/Los_Angeles
11095,COA,38.03055556,-120.41444444,America/Los_Angeles
11097,COD,44.52027778,-109.02388889,America/Denver
11098,COE,47.77444444,-116.81944444,America/Los_Angeles
11099,COF,28.23944444,-80.6075,America/New_York
11105,COM,31.84111111,-99.40361111,America/Chicago
11106,CON,43.20777778,-71.5075,America/New_York
11109,COS,38.80583333,-104.70083333,America/Denver
11110,COT,28.45583333,-99.21722222,America/Chicago
11111,COU,38.82138889,-92.21555556,America/Chicago
11122,CPR,42.90583333,-106.46361111,America/Denver
11123,CPS,38.57138889,-90.15722222,America/Chicago
11126,CPX,18.31305556,-65.30388889,America/Puerto_Rico
11128,CQL,39.38888889,-107.16,America/Denver
11130,HCW,34.71277778,-79.95694444,America/New_York
11135,CRE,33.81166667,-78.72388889,America/New_York
11136,CRG,30.33638889,-81.51444444,America/New_York
11140,CRP,27.76111111,-97.49611111,America/Chicago
11143,CRS,32.02805556,-96.40055556,America/Chicago
11146,CRW,38.37611111,-81.59277778,America/New_York
11147,CRX,34.915,-88.60361111,America/Chicago
11149,CSE,38.85194444,-106.93277778,America/Denver
11150,CSG,32.51388889,-84.94111111,America/New_York
11152,CSM,35.33888889,-99.19972222,America/Chicago
11153,CSN,39.19222222,-119.7325,America/Los_Angeles
11154,CSP,58.19916667,-136.64,America/Juneau
11158,CSU,69.02694444,-163.85416667,America/Nome
11159,CSV,35.95138889,-85.085,America/Chicago
11162,CTB,48.60888889,-112.37833333,America/Denver
11165,CTH,39.97888889,-75.86555556,America/New_York
11169,CTO,40.91472222,-72.78027778,America/New_York
11173,CTW,34.73,-112.035,America/Phoenix
11174,CTX,42.59277778,-76.215,America/New_York
11175,CTY,29.63555556,-83.10472222,America/New_York
11176,CUB,33.97055556,-80.99527778,America/New_York
11188,CUW,57.94166667,-134.75,America/Juneau
11191,CVA,40.48333333,-80.21666667,America/New_York
11193,CVG,39.04888889,-84.66777778,America/New_York
11197,CVN,34.42666667,-103.07861111,America/Denver
11198,CVO,44.49694444,-123.28944444,America/Los_Angeles
11200,CVS,34.38055556,-103.32722222,America/Denver
11202,CVX,45.30472222,-85.27527778,America/Detroit
11203,CWA,44.78,-89.67527778,America/Chicago
11207,CWI,41.83083333,-90.32888889,America/Chicago
11209,CWS,48.49,-122.83222222,America/Los_Angeles
11213,CXC,61.58333333,-144.42972222,America/Anchorage
11214,CXF,67.25222222,-150.20388889,America/Anchorage
11218,CXL,32.6675,-115.5175,America/Los_Angeles
11219,CXO,30.35333333,-95.415,America/Chicago
11227,CYF,60.13694444,-164.27916667,America/Nome
11230,CYM,57.51527778,-134.94444444,America/Sitka
11233,CYS,41.15666667,-104.82027778,America/Denver
11234,CYT,60.08083333,-142.49555556,America/Anchorage
11238,CZC,61.94111111,-145.29416667,America/Anchorage
11241,CZF,61.78111111,-166.03944444,America/Nome
11245,CZN,62.07166667,-142.04944444,America/Anchorage
11246,CZO,62.56222222,-144.6725,America/Anchorage
11247,CZP,55.965,-133.79333333,America/Sitka
11252,DAB,29.18,-81.05805556,America/New_York
11257,DAG,34.85138889,-116.79361111,America/Los_Angeles
11259,DAL,32.84611111,-96.85083333,America/Chicago
11261,DAN,36.57722222,-79.33638889,America/New_York
11267,DAY,39.90194444,-84.21805556,America/New_York
11272,DBN,32.56472222,-82.985,America/New_York
11274,DBQ,42.40194444,-90.70944444,America/Chicago
11278,DCA,38.85138889,-77.03777778,America/New_York
11280,DCK,66.9425,-156.89138889,America/Anchorage
11282,DCU,34.65416667,-86.94527778,America/Chicago
11283,DDC,37.76305556,-99.96555556,America/Chicago
11284,DDP,18.46388889,-66.29333333,America/Puerto_Rico
11288,DEC,39.83444444,-88.86555556,America/Chicago
11289,DEH,43.27555556,-91.73944444,America/Chicago
11292,DEN,39.86111111,-104.67194444,America/Denver
11295,DET,42.40944444,-83.01027778,America/Detroit
11297,DFI,41.3375,-84.42888889,America/New_York
11298,DFW,32.89722222,-97.03777778,America/Chicago
11299,DGB,58.13333333,-152.55,America/Anchorage
11303,DGW,42.79722222,-105.38583333,America/Denver
11308,DHN,31.32111111,-85.44944444,America/Chicago
11309,DHT,36.0225,-102.5475,America/Chicago
11315,DIK,46.80055556,-102.80444444,America/Denver
11317,DIO,65.75861111,-168.95305556,America/Nome
11327,DJN,64.05,-145.7225,America/Anchorage
11331,DKK,42.49388889,-79.27111111,America/New_York
11335,DLF,29.35944444,-100.77805556,America/Chicago
11336,DLG,59.04472222,-158.50555556,America/Anchorage
11337,DLH,46.84138889,-92.18305556,America/Chicago
11339,DLL,34.44916667,-79.36861111,America/New_York
11341,DLO,55.12222222,-132.05,America/Sitka
11342,DLS,45.61944444,-121.16833333,America/Los_Angeles
11344,DMA,32.16638889,-110.88305556,America/Phoenix
11348,DMN,32.2625,-107.71888889,America/Denver
11349,DMO,38.7075,-93.17583333,America/Chicago
11353,DNC,56.75694444,-133.22166667,America/Sitka
11355,DNE,33.07888889,-96.73833333,America/Chicago
11358,DNL,33.46666667,-82.03944444,America/New_York
11359,DNN,34.72305556,-84.87027778,America/New_York
11363,DNV,40.19972222,-87.59527778,America/Chicago
11367,DOF,55.23333333,-132.21666667,America/Sitka
11375,DOV,39.12944444,-75.46583333,America/New_York
11376,DPA,41.91555556,-88.24666667,America/Chicago
11377,DPG,40.1975,-112.935,America/Denver
11381,AA8,70.1375,-147.03055556,America/Anchorage
11383,DQC,27.81333333,-80.49555556,America/New_York
11384,DQD,42.64861111,-111.58194444,America/Boise
11385,DQE,32.845,-115.26861111,America/Los_Angeles
11387,M91,36.53666667,-86.92111111,America/Chicago
11388,DQH,70.34416667,-150.94472222,America/Anchorage
11389,DQI,39.17888889,-121.99333333,America/Los_Angeles
11390,DQJ,47.39138889,-102.77194444,America/Denver
11391,DQK,44.05555556,-75.71972222,America/New_York
11392,DQL,61.18666667,-149.96527778,America/Anchorage
11394,DQN,29.05555556,-80.94888889,America/New_York
11395,DQO,32.41083333,-91.49861111,America/Chicago
11396,DQP,38.23638889,-89.35861111,America/Chicago
11397,DQQ,40.86972222,-100.00416667,America/Chicago
11398,DQR,35.98611111,-113.81694444,America/Phoenix
11399,DQS,36.25638889,-113.23083333,America/Phoenix
11401,DQU,55.77888889,-131.60138889,America/Sitka
11402,DQV,59.1025,-135.38222222,America/Juneau
11403,DQW,35.57222222,-113.2925,America/Phoenix
11404,DQX,60.07472222,-143.08666667,America/Anchorage
11405,DQY,28.4675,-80.56666667,America/New_York
11406,DQZ,58.91166667,-161.71388889,America/Anchorage
11407,DRA,36.62,-116.03222222,America/Los_Angeles
11409,DRE,46.01,-83.74,America/Detroit
11410,DRF,60.58888889,-152.16194444,America/Anchorage
11411,DRG,66.06916667,-162.76694444,America/Nome
11413,DRO,37.15166667,-107.75388889,America/Denver
11415,DRT,29.37416667,-100.92722222,America/Chicago
11416,DRU,46.62083333,-113.205,America/Denver
11421,DSI,30.4,-86.47138889,America/Chicago
11423,DSM,41.53388889,-93.66305556,America/Chicago
11424,DTA,39.38277778,-112.50222222,America/Denver
11425,DTH,36.46055556,-116.87972222,America/Los_Angeles
11427,DTL,46.82305556,-95.88277778,America/Chicago
11429,DTN,32.54083333,-93.74388889,America/Chicago
11430,DTO,33.20194444,-97.19916667,America/Chicago
11431,DTR,48.51,-122.80305556,America/Los_Angeles
11432,DTT,42.31277778,-83.17861111,America/Detroit
11433,DTW,42.2125,-83.35333333,America/Detroit
11434,DUA,33.93333333,-96.4,America/Chicago
11436,DUC,34.47083333,-97.95972222,America/Chicago
11439,DUF,36.25361111,-75.78861111,America/New_York
11440,DUG,31.46888889,-109.60388889,America/Phoenix
11441,DUJ,41.17833333,-78.89861111,America/New_York
11445,DUT,53.89888889,-166.545,America/Nome
11447,DVL,48.11666667,-98.91,America/Chicago
11448,DVN,41.61027778,-90.58833333,America/Chicago
11450,DVT,33.68833333,-112.0825,America/Phoenix
11452,DWA,38.57944444,-121.85694444,America/Los_Angeles
11453,DWH,30.06083333,-95.5525,America/Chicago
11454,DWS,28.38361111,-81.55,America/New_York
11456,DXR,41.37166667,-73.48222222,America/New_York
11459,DYS,32.42055556,-99.85472222,America/Chicago
11463,EAA,64.77805556,-141.14972222,America/Anchorage
11464,EAG,67.56222222,-162.97527778,America/Nome
11467,EAN,42.05555556,-104.92833333,America/Denver
11468,EAR,40.73166667,-99.00805556,America/Chicago
11470,EAT,47.39888889,-120.20694444,America/Los_Angeles
11471,EAU,44.86583333,-91.48416667,America/Chicago
11478,ECA,44.31277778,-83.42222222,America/Detroit
11479,ECG,36.26083333,-76.17194444,America/New_York
11481,ECP,30.35833333,-85.79555556,America/Chicago
11482,ECS,43.88416667,-104.31444444,America/Denver
11483,ECU,29.94694444,-100.17388889,America/Chicago
11484,EDA,55.93638889,-133.65555556,America/Sitka
11486,EDE,36.02861111,-76.56972222,America/New_York
11487,EDF,61.25138889,-149.80638889,America/Anchorage
11490,EDW,34.90805556,-117.88555556,America/Los_Angeles
11491,EED,34.76638889,-114.62333333,America/Los_Angeles
11492,EEK,60.21361111,-162.04388889,America/Nome
11493,EEN,42.89833333,-72.27083333,America/New_York
11494,EFB,58.0,-135.73333333,America/Juneau
11495,EFD,29.60805556,-95.15805556,America/Chicago
11496,EFK,44.88805556,-72.22861111,America/New_York
11501,EGA,60.28333333,-148.08333333,America/Anchorage
11503,EGE,39.64277778,-106.91583333,America/Denver
11504,EGI,30.64861111,-86.52194444,America/Chicago
11506,EGP,28.70222222,-100.48055556,America/Chicago
11508,EGT,37.325,-97.38833333,America/Chicago
11510,EGV,45.93222222,-89.26833333,America/Chicago
11511,EGX,58.18444444,-157.37472222,America/Anchorage
11512,EHM,58.64805556,-162.06305556,America/Nome
11513,EHR,57.41666667,-152.71666667,America/Anchorage
11514,EHT,41.75333333,-72.62833333,America/New_York
11517,EIL,64.66555556,-147.10138889,America/Anchorage
11522,EKA,40.80333333,-124.11277778,America/Los_Angeles
11523,EKI,41.71916667,-86.00305556,America/Indiana/Indianapolis
11524,EKN,38.88944444,-79.85722222,America/New_York
11525,EKO,40.825,-115.79138889,America/Los_Angeles
11526,EKX,37.68611111,-85.925,America/New_York
11527,EKY,33.3125,-86.92638889,America/Chicago
11528,ELA,29.6,-96.32194444,America/Chicago
11531,ELD,33.22111111,-92.81166667,America/Chicago
11535,ELI,64.615,-162.27055556,America/Nome
11537,ELM,42.15777778,-76.89638889,America/New_York
11538,ELN,47.03472222,-120.52888889,America/Los_Angeles
11540,ELP,31.80666667,-106.37333333,America/Denver
11545,ELV,58.2,-136.31666667,America/Juneau
11546,ELW,60.89333333,-146.70833333,America/Anchorage
11547,ELY,39.29972222,-114.84194444,America/Los_Angeles
11550,EMK,62.78611111,-164.49083333,America/Nome
11551,EMM,41.82416667,-110.55694444,America/Denver
